ser: S+Er
Saramago: S+Ar+Am+Ag+O
inundar: In+U+Nd+Ar
espanhola: Es+Pa+N+H+O+La
Huambo: H+U+Am+B+O
licenciatura: Li+Ce+N+C+I+At+U+Ra
escusar: Es+C+U+S+Ar
bicho: B+I+C+H+O
praticante: P+Ra+Ti+Ca+N+Te
funcional: F+U+N+C+I+O+N+Al
Fernando: F+Er+Na+Nd+O
Sines: Si+N+Es
proteína: Pr+O+Te+I+Na
pescar: P+Es+C+Ar
sírio: S+Ir+I+O
parabéns: Pa+Ra+Be+N+S
betão: Be+Ta+O
cúbico: C+U+B+I+C+O
pioneiro: P+I+O+Ne+Ir+O
capitalista: Ca+P+I+Ta+Li+S+Ta
agrupar: Ag+Ru+P+Ar
acta: Ac+Ta
propício: Pr+O+P+I+C+I+O
fascista: F+As+C+I+S+Ta
pousar: P+O+U+S+Ar
preservativo: P+Re+S+Er+V+At+I+V+O
bota: B+O+Ta
salvo: S+Al+V+O
narrativo: N+Ar+Ra+Ti+V+O
colapso: C+O+La+P+S+O
céptico: Ce+P+Ti+C+O
forno: F+O+Rn+O
balão: Ba+La+O
belíssimo: Be+Li+S+Si+Mo
cereal: Ce+Re+Al
ingênuo: In+Ge+N+U+O
insucesso: In+S+U+C+Es+S+O
setenta: Se+Te+N+Ta
Chicago: C+H+I+C+Ag+O
cela: Ce+La
soprar: S+O+Pr+Ar
rap: Ra+P
fatura: F+At+U+Ra
espontâneo: Es+P+O+N+Ta+Ne+O
ternura: Te+Rn+U+Ra
politécnico: P+O+Li+Te+C+N+I+C+O
estética: Es+Te+Ti+Ca
monarca: Mo+N+Ar+Ca
filiar: F+I+Li+Ar
profeta: Pr+O+Fe+Ta
liceu: Li+C+Eu
brando: B+Ra+Nd+O
cheirar: C+He+Ir+Ar
conciliar: C+O+N+C+I+Li+Ar
solista: S+O+Li+S+Ta
chiar: C+H+I+Ar
sessenta: S+Es+Se+N+Ta
prescindir: P+Re+S+C+I+Nd+Ir
solucionar: S+O+Lu+C+I+O+N+Ar
resistente: Re+Si+S+Te+N+Te
periférico: P+Er+I+F+Er+I+C+O
heróico: H+Er+O+I+C+O
noticiário: N+O+Ti+C+I+Ar+I+O
interferir: In+Te+Rf+Er+Ir
lucrativo: Lu+C+Ra+Ti+V+O
véu: V+Eu
lacuna: La+C+U+Na
costeiro: C+O+S+Te+Ir+O
cavalheiro: Ca+V+Al+He+Ir+O
pico: P+I+C+O
suspirar: S+U+S+P+Ir+Ar
Hitler: H+I+Tl+Er
rechear: Re+C+He+Ar
cativar: C+At+I+V+Ar
clamar: Cl+Am+Ar
mote: Mo+Te
recriar: Re+Cr+I+Ar
crente: C+Re+N+Te
óptica: O+P+Ti+Ca
libanês: Li+Ba+N+Es
soberbo: S+O+Be+Rb+O
remover: Re+Mo+V+Er
fascismo: F+As+C+I+S+Mo
racional: Ra+C+I+O+N+Al
nau: N+Au
oitenta: O+I+Te+N+Ta
rapto: Ra+Pt+O
Hamas: H+Am+As
Carnaval: C+Ar+Na+V+Al
carvalho: C+Ar+V+Al+H+O
copiar: C+O+P+I+Ar
potente: P+O+Te+N+Te
alcoólico: Al+C+O+O+Li+C+O
vogal: V+Og+Al
beneficiário: Be+Ne+F+I+C+I+Ar+I+O
fibra: F+I+B+Ra
subúrbio: S+U+B+U+Rb+I+O
verbal: V+Er+B+Al
lapso: La+P+S+O
intensificar: In+Te+N+Si+F+I+C+Ar
sino: Si+N+O
sufrágio: S+U+Fr+Ag+I+O
artifício: Ar+Ti+F+I+C+I+O
genuíno: Ge+N+U+In+O
vigente: V+I+Ge+N+Te
verbo: V+Er+B+O
Ferreira: F+Er+Re+I+Ra
escandaloso: Es+Ca+Nd+Al+O+S+O
Ovar: O+V+Ar
Cannes: Ca+N+N+Es
incógnita: In+C+Og+N+I+Ta
notificar: N+O+Ti+F+I+C+Ar
lata: La+Ta
persistente: P+Er+Si+S+Te+N+Te
usufruir: U+S+U+F+Ru+Ir
recreio: Re+C+Re+I+O
sumo: S+U+Mo
acústico: Ac+U+S+Ti+C+O
of: O+F
ciclismo: C+I+C+Li+S+Mo
obrigacionista: O+Br+I+Ga+C+I+O+N+I+S+Ta
Inverno: In+V+Er+N+O
concessionário: C+O+N+C+Es+Si+O+N+Ar+I+O
privar: Pr+I+V+Ar
americana: Am+Er+I+Ca+Na
Chirac: C+H+I+Ra+C
pássaro: P+As+S+Ar+O
burguês: B+U+Rg+U+Es
Alcântara: Al+Ca+N+Ta+Ra
Fenprof: Fe+N+Pr+O+F
partícula: P+Ar+Ti+C+U+La
boi: B+O+I
consistente: C+O+N+Si+S+Te+N+Te
repouso: Re+P+O+U+S+O
espancar: Es+Pa+N+C+Ar
itinerário: I+Ti+N+Er+Ar+I+O
freira: F+Re+I+Ra
reparo: Re+P+Ar+O
Feira: Fe+I+Ra
largura: La+Rg+U+Ra
referenciar: Re+Fe+Re+N+C+I+Ar
monge: Mo+N+Ge
stand: S+Ta+Nd
non: N+O+N
esmola: Es+Mo+La
vocalista: V+O+C+Al+I+S+Ta
raciocínio: Ra+C+I+O+C+In+I+O
raptar: Ra+Pt+Ar
Praga: P+Ra+Ga
albufeira: Al+B+U+Fe+I+Ra
ouvinte: O+U+V+In+Te
operativo: O+P+Er+At+I+V+O
crónica: Cr+O+N+I+Ca
testa: Te+S+Ta
olival: O+Li+V+Al
bico: B+I+C+O
Rui: Ru+I
Mónaco: Mo+N+Ac+O
lusófono: Lu+S+O+F+O+N+O
vaso: V+As+O
parágrafo: P+Ar+Ag+Ra+F+O
renascer: Re+N+As+C+Er
naõ: Na+O
realismo: Re+Al+I+S+Mo
carbono: C+Ar+B+O+N+O
tabu: Ta+B+U
férreo: F+Er+Re+O
fascínio: F+As+C+In+I+O
ira: I+Ra
genial: Ge+N+I+Al
colina: C+O+Li+Na
física: F+I+Si+Ca
castanho: C+As+Ta+N+H+O
caseiro: Ca+Se+Ir+O
banal: Ba+N+Al
nervosismo: N+Er+V+O+Si+S+Mo
balneário: B+Al+Ne+Ar+I+O
pinheiro: P+In+He+Ir+O
repousar: Re+P+O+U+S+Ar
cerâmica: C+Er+Am+I+Ca
cooperativo: C+O+O+P+Er+At+I+V+O
boneco: B+O+Ne+C+O
Nuno: N+U+N+O
cupão: C+U+Pa+O
Singapura: Si+N+Ga+P+U+Ra
gala: Ga+La
presenciar: P+Re+Se+N+C+I+Ar
revogar: Re+V+Og+Ar
suspiro: S+U+S+P+Ir+O
fluvial: F+Lu+V+I+Al
seropositivo: S+Er+O+P+O+Si+Ti+V+O
oiro: O+Ir+O
caractere: C+Ar+Ac+Te+Re
alternar: Al+Te+Rn+Ar
recibo: Re+C+I+B+O
processual: Pr+O+C+Es+S+U+Al
Sec: Se+C
confesso: C+O+N+F+Es+S+O
terapêutico: Te+Ra+P+Eu+Ti+C+O
hipotético: H+I+P+O+Te+Ti+C+O
cru: C+Ru
Canal: Ca+N+Al
pá: Pa
replicar: Re+P+Li+C+Ar
Peres: P+Er+Es
hoste: H+O+S+Te
fascinante: F+As+C+I+Na+N+Te
reivindicativo: Re+I+V+I+Nd+I+C+At+I+V+O
si: Si
secar: Se+C+Ar
arrasar: Ar+Ra+S+Ar
Chipre: C+H+I+P+Re
filial: F+I+Li+Al
ninho: N+In+H+O
fascinar: F+As+C+In+Ar
indígena: I+Nd+I+Ge+Na
islão: I+S+La+O
táctica: Ta+C+Ti+Ca
populacional: P+O+P+U+La+C+I+O+N+Al
pinhal: P+In+H+Al
benéfico: Be+Ne+F+I+C+O
pirata: P+I+Ra+Ta
morno: Mo+Rn+O
cooperar: C+O+O+P+Er+Ar
fosso: F+O+S+S+O
tenso: Te+N+S+O
Filipinas: F+I+Li+P+In+As
escuta: Es+C+U+Ta
partes: P+Ar+Te+S
caótico: Ca+O+Ti+C+O
carinho: C+Ar+In+H+O
Peru: P+Er+U
falir: F+Al+Ir
vertical: V+Er+Ti+C+Al
Mota: Mo+Ta
profissionalismo: Pr+O+F+I+S+Si+O+N+Al+I+S+Mo
cõ: C+O
blues: B+Lu+Es
insinuar: In+Si+N+U+Ar
convincente: C+O+N+V+In+Ce+N+Te
fronteiro: Fr+O+N+Te+Ir+O
casta: C+As+Ta
fronte: Fr+O+N+Te
boxe: B+O+Xe
Albufeira: Al+B+U+Fe+I+Ra
cepticismo: Ce+P+Ti+C+I+S+Mo
poluir: P+O+Lu+Ir
fracassar: F+Ra+C+As+S+Ar
Frelimo: F+Re+Li+Mo
patamar: P+At+Am+Ar
viola: V+I+O+La
Este: Es+Te
César: C+Es+Ar
atar: At+Ar
sopro: S+O+Pr+O
preferencial: P+Re+Fe+Re+N+C+I+Al
chocante: C+H+O+Ca+N+Te
atmosférico: At+Mo+S+F+Er+I+C+O
politicar: P+O+Li+Ti+C+Ar
erótico: Er+O+Ti+C+O
crônica: Cr+O+N+I+Ca
racial: Ra+C+I+Al
clã: C+La
cênico: Ce+N+I+C+O
capricho: Ca+Pr+I+C+H+O
noivo: N+O+I+V+O
focar: F+O+C+Ar
unificar: U+N+I+F+I+C+Ar
fundir: F+U+Nd+Ir
coreógrafo: C+O+Re+Og+Ra+F+O
naufrágio: N+Au+Fr+Ag+I+O
Arsenal: Ar+Se+N+Al
vibrar: V+I+Br+Ar
arraial: Ar+Ra+I+Al
cascar: C+As+C+Ar
Francisco: F+Ra+N+C+I+S+C+O
flanco: F+La+N+C+O
frescura: F+Re+S+C+U+Ra
precoce: P+Re+C+O+Ce
caricatura: C+Ar+I+C+At+U+Ra
arsenal: Ar+Se+N+Al
festivo: F+Es+Ti+V+O
bovino: B+O+V+In+O
vincar: V+In+C+Ar
preparativo: P+Re+P+Ar+At+I+V+O
cúpula: C+U+P+U+La
clero: Cl+Er+O
ressalvar: Re+S+S+Al+V+Ar
auge: Au+Ge
contencioso: C+O+N+Te+N+C+I+O+S+O
Fretilin: F+Re+Ti+Li+N
pose: P+O+Se
rancho: Ra+N+C+H+O
camioneta: C+Am+I+O+Ne+Ta
Sony: S+O+N+Y
Moita: Mo+I+Ta
livreiro: Li+V+Re+Ir+O
revés: Re+V+Es
carenciar: Ca+Re+N+C+I+Ar
Beira: Be+I+Ra
luar: Lu+Ar
atalhar: At+Al+H+Ar
recta: Re+C+Ta
cantiga: Ca+N+Ti+Ga
Luís: Lu+I+S
Eusébio: Eu+Se+B+I+O
Basílio: B+As+I+Li+O
Óscar: O+S+C+Ar
incondicional: In+C+O+Nd+I+C+I+O+N+Al
calibre: C+Al+I+B+Re
sr: Sr
moinho: Mo+In+H+O
fúnebre: F+U+Ne+B+Re
sufocar: S+U+F+O+C+Ar
Senna: Se+N+Na
site: Si+Te
ra: Ra
cm: Cm
Tavira: Ta+V+I+Ra
boato: B+O+At+O
cravo: C+Ra+V+O
on: O+N
McLaren: Mc+La+Re+N
cravar: C+Ra+V+Ar
arrebatar: Ar+Re+B+At+Ar
Moura: Mo+U+Ra
Eriksson: Er+I+K+S+S+O+N
áspero: As+P+Er+O
peste: P+Es+Te
óptico: O+P+Ti+C+O
at: At
estai: Es+Ta+I
usual: U+S+U+Al
espesso: Es+P+Es+S+O
certificar: C+Er+Ti+F+I+C+Ar
camionista: C+Am+I+O+N+I+S+Ta
hipócrita: H+I+P+O+Cr+I+Ta
branca: B+Ra+N+Ca
sinônimo: Si+N+O+N+I+Mo
urânio: U+Ra+N+I+O
liberalismo: Li+Be+Ra+Li+S+Mo
cabra: Ca+B+Ra
rebanho: Re+Ba+N+H+O
Estaline: Es+Ta+Li+Ne
pérola: P+Er+O+La
fragata: F+Ra+Ga+Ta
futebolístico: F+U+Te+B+O+Li+S+Ti+C+O
vice: V+I+Ce
seringa: S+Er+In+Ga
alga: Al+Ga
prognóstico: Pr+Og+N+O+S+Ti+C+O
Algés: Al+Ge+S
flauta: F+La+U+Ta
cantina: Ca+N+Ti+Na
hindu: H+I+Nd+U
artes: Ar+Te+S
Vasco: V+As+C+O
suar: S+U+Ar
mosca: Mo+S+Ca
confiscar: C+O+N+F+I+S+C+Ar
Palestina: P+Al+Es+Ti+Na
paisagístico: Pa+I+S+Ag+I+S+Ti+C+O
capita: Ca+P+I+Ta
Amoreiras: Am+O+Re+I+Ra+S
Sampras: S+Am+P+Ra+S
soprano: S+O+P+Ra+N+O
praga: P+Ra+Ga
balnear: B+Al+Ne+Ar
alusivo: Al+U+Si+V+O
Como: C+O+Mo
ambicionar: Am+B+I+C+I+O+N+Ar
indicativo: I+Nd+I+C+At+I+V+O
Amaral: Am+Ar+Al
acatar: Ac+At+Ar
Hamburgo: H+Am+B+U+Rg+O
banhar: Ba+N+H+Ar
posicionar: P+O+Si+C+I+O+N+Ar
auferir: Au+F+Er+Ir
reprovar: Re+Pr+O+V+Ar
Narciso: N+Ar+C+I+S+O
tirano: Ti+Ra+N+O
sintético: Si+N+Te+Ti+C+O
Org: O+Rg
unionista: U+N+I+O+N+I+S+Ta
terno: Te+Rn+O
super: S+U+P+Er
revolver: Re+V+O+Lv+Er
confinar: C+O+N+F+In+Ar
reciclar: Re+C+I+Cl+Ar
besta: Be+S+Ta
britânica: Br+I+Ta+N+I+Ca
Vilamoura: V+I+La+Mo+U+Ra
parir: P+Ar+Ir
Blair: B+La+Ir
será: Se+Ra
sitiar: Si+Ti+Ar
Octávio: O+C+Ta+V+I+O
baralhar: B+Ar+Al+H+Ar
resgatar: Re+Sg+At+Ar
infernal: In+F+Er+N+Al
progressista: Pr+Og+Re+S+Si+S+Ta
pretenso: P+Re+Te+N+S+O
feitio: Fe+I+Ti+O
gay: Ga+Y
vilão: V+I+La+O
Iuran: I+U+Ra+N
insistente: In+Si+S+Te+N+Te
brusco: B+Ru+S+C+O
servo: S+Er+V+O
Nos: N+O+S
cativo: C+At+I+V+O
laser: La+S+Er
reviver: Re+V+I+V+Er
cabina: Ca+B+I+Na
bíblico: B+I+B+Li+C+O
eucalipto: Eu+C+Al+I+Pt+O
praxe: P+Ra+Xe
provincial: Pr+O+V+In+C+I+Al
assinante: As+Si+Na+N+Te
viúvo: V+I+U+V+O
fera: Fe+Ra
Esta: Es+Ta
prefácio: P+Re+F+Ac+I+O
cobre: C+O+B+Re
banir: Ba+N+Ir
Hebron: He+Br+O+N
liso: Li+S+O
cavar: Ca+V+Ar
Esopo: Es+O+P+O
brindar: Br+I+Nd+Ar
resgate: Re+S+Ga+Te
fauna: F+Au+Na
Alcochete: Al+C+O+C+He+Te
propiciar: Pr+O+P+I+C+I+Ar
soberana: S+O+Be+Ra+Na
rabo: Ra+B+O
asneira: As+Ne+I+Ra
ambulante: Am+B+U+La+N+Te
pluralismo: P+Lu+Ra+Li+S+Mo
suprir: S+U+Pr+Ir
Sagres: S+Ag+Re+S
pertinente: P+Er+Ti+Ne+N+Te
intensivo: In+Te+N+Si+V+O
comover: C+O+Mo+V+Er
sóbrio: S+O+Br+I+O
remo: Re+Mo
prover: Pr+O+V+Er
harmonioso: H+Ar+Mo+N+I+O+S+O
falsificar: F+Al+Si+F+I+C+Ar
champanhe: C+H+Am+Pa+N+He
Chelas: C+He+La+S
Paula: P+Au+La
promocional: Pr+O+Mo+C+I+O+N+Al
sobrevoar: S+O+B+Re+V+O+Ar
latente: La+Te+N+Te
cronista: Cr+O+N+I+S+Ta
chocolate: C+H+O+C+O+La+Te
ilibar: I+Li+B+Ar
oficioso: O+F+I+C+I+O+S+O
Sérgio: Se+Rg+I+O
Rey: Re+Y
surf: S+U+Rf
rústico: Ru+S+Ti+C+O
natalício: N+At+Al+I+C+I+O
invés: In+V+Es
cimo: C+I+Mo
balcânico: B+Al+Ca+N+I+C+O
fictício: F+I+C+Ti+C+I+O
aura: Au+Ra
filipino: F+I+Li+P+In+O
carismático: C+Ar+I+Sm+At+I+C+O
caricato: C+Ar+I+C+At+O
banana: Ba+Na+Na
superficial: S+U+P+Er+F+I+C+I+Al
populista: P+O+P+U+Li+S+Ta
condicionante: C+O+Nd+I+C+I+O+Na+N+Te
hemofílico: He+Mo+F+I+Li+C+O
gare: Ga+Re
frenético: F+Re+Ne+Ti+C+O
próspero: Pr+O+S+P+Er+O
patético: Pa+Te+Ti+C+O
linho: Li+N+H+O
taliban: Ta+Li+Ba+N
mota: Mo+Ta
rega: Re+Ga
Caraíbas: Ca+Ra+I+B+As
Cunhal: C+U+N+H+Al
laico: La+I+C+O
cabecear: Ca+Be+Ce+Ar
casco: C+As+C+O
baterista: B+At+Er+I+S+Ta
repressivo: Re+P+Re+S+Si+V+O
Ténis: Te+N+I+S
picar: P+I+C+Ar
ruir: Ru+Ir
centésimo: Ce+N+Te+Si+Mo
Beirute: Be+I+Ru+Te
influir: In+F+Lu+Ir
ratinho: Ra+Ti+N+H+O
gaio: Ga+I+O
recensear: Re+Ce+N+Se+Ar
votante: V+O+Ta+N+Te
cal: C+Al
tenente: Te+Ne+N+Te
blindar: B+Li+Nd+Ar
espiral: Es+P+Ir+Al
cano: Ca+N+O
Baker: Ba+K+Er
esposo: Es+P+O+S+O
raso: Ra+S+O
inibir: In+I+B+Ir
interativo: In+Te+Ra+Ti+V+O
rubricar: Ru+Br+I+C+Ar
cínico: C+In+I+C+O
secundar: Se+C+U+Nd+Ar
espessura: Es+P+Es+S+U+Ra
urgir: U+Rg+Ir
campa: C+Am+Pa
boné: B+O+Ne
linear: Li+Ne+Ar
hebraico: He+B+Ra+I+C+O
Serralves: S+Er+Ra+Lv+Es
op: O+P
Artes: Ar+Te+S
inflamar: In+Fl+Am+Ar
consubstanciar: C+O+N+S+U+B+S+Ta+N+C+I+Ar
assar: As+S+Ar
Picasso: P+I+C+As+S+O
receoso: Re+Ce+O+S+O
gabar: Ga+B+Ar
cana: Ca+Na
Ivic: I+V+I+C
seta: Se+Ta
crosse: Cr+O+S+Se
beligerante: Be+Li+Ge+Ra+N+Te
altivo: Al+Ti+V+O
intestino: In+Te+S+Ti+N+O
atlântico: At+La+N+Ti+C+O
conceptual: C+O+N+Ce+Pt+U+Al
Tavares: Ta+V+Ar+Es
náutico: N+Au+Ti+C+O
ocasional: O+C+As+I+O+N+Al
repto: Re+Pt+O
amparar: Am+P+Ar+Ar
sensato: Se+N+S+At+O
arca: Ar+Ca
cota: C+O+Ta
sinfônico: Si+N+F+O+N+I+C+O
rubro: Ru+Br+O
propagar: Pr+O+P+Ag+Ar
reatar: Re+At+Ar
vassalo: V+As+S+Al+O
Foi: F+O+I
recreativo: Re+C+Re+At+I+V+O
pioneira: P+I+O+Ne+I+Ra
oásis: O+As+I+S
Bach: B+Ac+H
palmo: P+Al+Mo
tecla: Te+C+La
sentenciar: Se+N+Te+N+C+I+Ar
arrefecer: Ar+Re+Fe+C+Er
cobra: C+O+B+Ra
Philips: P+H+I+Li+P+S
parvo: P+Ar+V+O
falcão: F+Al+Ca+O
policiar: P+O+Li+C+I+Ar
vinculativo: V+In+C+U+La+Ti+V+O
cv: C+V
Bruno: B+Ru+N+O
cântico: Ca+N+Ti+C+O
brio: Br+I+O
pílula: P+I+Lu+La
noites: N+O+I+Te+S
esticar: Es+Ti+C+Ar
volumoso: V+O+Lu+Mo+S+O
Nino: N+In+O
inofensivo: In+O+Fe+N+Si+V+O
Libération: Li+Be+Ra+Ti+O+N
fecundo: Fe+C+U+Nd+O
alta: Al+Ta
pata: Pa+Ta
circunscrever: C+Ir+C+U+N+S+C+Re+V+Er
Amaro: Am+Ar+O
caneta: Ca+Ne+Ta
obrar: O+Br+Ar
ferver: F+Er+V+Er
Aloísio: Al+O+I+Si+O
Social: S+O+C+I+Al
Baptista: Ba+P+Ti+S+Ta
ag: Ag
skipper: S+K+I+P+P+Er
forasteiro: F+O+Ra+S+Te+Ir+O
válvula: V+Al+V+U+La
un: U+N
rescindir: Re+S+C+I+Nd+Ir
báltico: B+Al+Ti+C+O
esférico: Es+F+Er+I+C+O
neoliberal: Ne+O+Li+B+Er+Al
taberna: Ta+B+Er+Na
pacato: P+Ac+At+O
hasta: H+As+Ta
arrepio: Ar+Re+P+I+O
oposicionista: O+P+O+Si+C+I+O+N+I+S+Ta
cinta: C+In+Ta
escavar: Es+Ca+V+Ar
sugestivo: S+U+Ge+S+Ti+V+O
feiticeiro: Fe+I+Ti+Ce+Ir+O
Tiago: Ti+Ag+O
baptismo: Ba+P+Ti+S+Mo
versar: V+Er+S+Ar
lucrar: Lu+Cr+Ar
alicerce: Al+I+C+Er+Ce
Fernandes: F+Er+Na+Nd+Es
coreográfico: C+O+Re+Og+Ra+F+I+C+O
condicional: C+O+Nd+I+C+I+O+N+Al
off: O+F+F
western: W+Es+Te+Rn
catolicismo: C+At+O+Li+C+I+S+Mo
carneiro: C+Ar+Ne+Ir+O
caiar: Ca+I+Ar
Burundi: B+U+Ru+Nd+I
sensual: Se+N+S+U+Al
custear: C+U+S+Te+Ar
Serpa: S+Er+Pa
balbuciar: B+Al+B+U+C+I+Ar
ás: As
confeccionar: C+O+N+Fe+C+C+I+O+N+Ar
cera: Ce+Ra
génese: Ge+Ne+Se
tenebroso: Te+Ne+Br+O+S+O
Assis: As+Si+S
Franco: F+Ra+N+C+O
chato: C+H+At+O
escalar: Es+C+Al+Ar
associativismo: As+S+O+C+I+At+I+V+I+S+Mo
punk: P+U+N+K
cabeceira: Ca+Be+Ce+I+Ra
sátira: S+At+I+Ra
esbater: Es+B+At+Er
ativar: At+I+V+Ar
nocivo: N+O+C+I+V+O
Cravinho: C+Ra+V+In+H+O
reacionário: Re+Ac+I+O+N+Ar+I+O
Óscares: O+S+C+Ar+Es
internar: In+Te+Rn+Ar
alho: Al+H+O
acervo: Ac+Er+V+O
espinho: Es+P+In+H+O
certeiro: C+Er+Te+Ir+O
receptivo: Re+Ce+P+Ti+V+O
prescrever: P+Re+S+C+Re+V+Er
pólvora: P+O+Lv+O+Ra
ressurgir: Re+S+S+U+Rg+Ir
almo: Al+Mo
rebater: Re+B+At+Er
pala: Pa+La
líbio: Li+B+I+O
Fiorentina: F+I+O+Re+N+Ti+Na
Oeste: O+Es+Te
florescer: Fl+O+Re+S+C+Er
obsessivo: O+B+S+Es+Si+V+O
chaminé: C+H+Am+I+Ne
Freitas: F+Re+I+Ta+S
calcanhar: C+Al+Ca+N+H+Ar
contabilístico: C+O+N+Ta+B+I+Li+S+Ti+C+O
proliferar: Pr+O+Li+F+Er+Ar
átomo: At+O+Mo
retificar: Re+Ti+F+I+C+Ar
Álvaro: Al+V+Ar+O
Nantes: Na+N+Te+S
viciar: V+I+C+I+Ar
incendiário: In+Ce+Nd+I+Ar+I+O
camarote: C+Am+Ar+O+Te
Chico: C+H+I+C+O
assobiar: As+S+O+B+I+Ar
rusga: Ru+S+Ga
crânio: C+Ra+N+I+O
eslavo: Es+La+V+O
realce: Re+Al+Ce
Cáucaso: C+Au+C+As+O
classificativo: C+La+S+Si+F+I+C+At+I+V+O
Neno: Ne+N+O
instantâneo: In+S+Ta+N+Ta+Ne+O
arruinar: Ar+Ru+In+Ar
violinista: V+I+O+Li+N+I+S+Ta
revolucionar: Re+V+O+Lu+C+I+O+N+Ar
Capucho: Ca+P+U+C+H+O
fundista: F+U+Nd+I+S+Ta
amo: Am+O
cinismo: C+In+I+S+Mo
recíproco: Re+C+I+Pr+O+C+O
Fiat: F+I+At
estilista: Es+Ti+Li+S+Ta
xenófobo: Xe+N+O+F+O+B+O
sondar: S+O+Nd+Ar
bife: B+I+Fe
re: Re
francófono: F+Ra+N+C+O+F+O+N+O
áureo: Au+Re+O
sic: Si+C
Timofte: Ti+Mo+F+Te
parco: P+Ar+C+O
Isso: I+S+S+O
aliciar: Al+I+C+I+Ar
tesoureiro: Te+S+O+U+Re+Ir+O
positivar: P+O+Si+Ti+V+Ar
Serra: S+Er+Ra
homogêneo: H+O+Mo+Ge+Ne+O
beco: Be+C+O
punhal: P+U+N+H+Al
boneca: B+O+Ne+Ca
barreirense: B+Ar+Re+I+Re+N+Se
pacificar: P+Ac+I+F+I+C+Ar
nicho: N+I+C+H+O
clarão: C+La+Ra+O
cebola: Ce+B+O+La
Cristina: Cr+I+S+Ti+Na
estante: Es+Ta+N+Te
cárcere: C+Ar+Ce+Re
Caparica: Ca+P+Ar+I+Ca
samba: S+Am+Ba
Nature: N+At+U+Re
arrendar: Ar+Re+Nd+Ar
nativo: N+At+I+V+O
Inês: In+Es
inflacionista: In+F+La+C+I+O+N+I+S+Ta
lápis: La+P+I+S
staff: S+Ta+F+F
rácio: Ra+C+I+O
Fonseca: F+O+N+Se+Ca
sucata: S+U+Ca+Ta
sacar: S+Ac+Ar
uno: U+N+O
ornar: O+Rn+Ar
infrutífero: In+F+Ru+Ti+F+Er+O
harmônico: H+Ar+Mo+N+I+C+O
condicionalismo: C+O+Nd+I+C+I+O+N+Al+I+S+Mo
chip: C+H+I+P
cf: C+F
coser: C+O+S+Er
concernir: C+O+N+C+Er+N+Ir
opinar: O+P+In+Ar
capote: Ca+P+O+Te
neta: Ne+Ta
rasteiro: Ra+S+Te+Ir+O
Lula: Lu+La
ícone: I+C+O+Ne
referendar: Re+Fe+Re+Nd+Ar
inerte: In+Er+Te
ónus: O+N+U+S
alucinante: Al+U+C+I+Na+N+Te
versus: V+Er+S+U+S
pato: P+At+O
supervisionar: S+U+P+Er+V+I+Si+O+N+Ar
secretismo: Se+C+Re+Ti+S+Mo
pornográfico: P+O+Rn+Og+Ra+F+I+C+O
frei: F+Re+I
ermo: Er+Mo
Spínola: S+P+In+O+La
sinuoso: Si+N+U+O+S+O
Internacional: In+Te+Rn+Ac+I+O+N+Al
Bicesse: B+I+C+Es+Se
coeso: C+O+Es+O
sobra: S+O+B+Ra
funerário: F+U+N+Er+Ar+I+O
carrasco: C+Ar+Ra+S+C+O
Alice: Al+I+Ce
Teixeira: Te+I+Xe+I+Ra
caverna: Ca+V+Er+Na
bengala: Be+N+Ga+La
cobro: C+O+Br+O
escamotear: Es+C+Am+O+Te+Ar
cabine: Ca+B+I+Ne
Inácio: In+Ac+I+O
Vicente: V+I+Ce+N+Te
lacônico: La+C+O+N+I+C+O
Flores: Fl+O+Re+S
auspício: Au+S+P+I+C+I+O
reinante: Re+I+Na+N+Te
pasmar: Pa+Sm+Ar
lapa: La+Pa
Berta: B+Er+Ta
Warner: W+Ar+N+Er
lavoura: La+V+O+U+Ra
terapêutica: Te+Ra+P+Eu+Ti+Ca
itinerante: I+Ti+Ne+Ra+N+Te
escarlate: Es+C+Ar+La+Te
estafeta: Es+Ta+Fe+Ta
esmorecer: Es+Mo+Re+C+Er
poisar: P+O+I+S+Ar
Laura: La+U+Ra
Sócrates: S+O+C+Ra+Te+S
casca: C+As+Ca
Sicasal: Si+C+As+Al
frasco: F+Ra+S+C+O
asseverar: As+Se+V+Er+Ar
you: Y+O+U
Wagner: W+Ag+N+Er
rasca: Ra+S+Ca
fM: Fm
feirante: Fe+I+Ra+N+Te
escoar: Es+C+O+Ar
Banif: Ba+N+I+F
estereótipo: Es+Te+Re+O+Ti+P+O
obcecar: O+B+Ce+C+Ar
escassear: Es+C+As+Se+Ar
Carolina: C+Ar+O+Li+Na
Agustina: Ag+U+S+Ti+Na
Tirana: Ti+Ra+Na
al: Al
estaca: Es+Ta+Ca
bonificar: B+O+N+I+F+I+C+Ar
suite: S+U+I+Te
Virgílio: V+I+Rg+I+Li+O
paterno: P+At+Er+N+O
Lusoponte: Lu+S+O+P+O+N+Te
atracar: At+Ra+C+Ar
Souselas: S+O+U+Se+La+S
score: S+C+O+Re
patentear: Pa+Te+N+Te+Ar
irracional: Ir+Ra+C+I+O+N+Al
parabólico: Pa+Ra+B+O+Li+C+O
chacina: C+H+Ac+I+Na
aluna: Al+U+Na
recruta: Re+C+Ru+Ta
panela: Pa+Ne+La
tira: Ti+Ra
Srebrenica: S+Re+B+Re+N+I+Ca
onipresente: O+N+I+P+Re+Se+N+Te
